"","Dataset","Title","Beg","treatyID"
"760","HUGGO","Hungary Estonia","1998-11-04","EST-HUN[NA]_1998O"
"761","HUGGO","Hungary Lithuania","1998-11-13","HUN-LTU[NA]_1998O"
"762","HUGGO","EFTA Palestinian Authority","1998-11-30","EFTPLA_1998O"
"763","HUGGO","EFTA PLO","1998-11-30","EFTAPL_1998O"
"764","HUGGO","Egypt Jordan","1998-12-10","EGY-JOR[NA]_1998O"
"765","HUGGO","India Sri Lanka","1998-12-28","IND-LKA[NA]_1998O"
"766","HUGGO","CEFTA Accession Of Bulgaria","1999-01-01","CFTACB_1999O"
"767","HUGGO","Andean Countries Brazil","1999-01-01","ANDNCB_1999O"
"768","HUGGO","Argentina Cuba","1999-01-01","ARG-CUB[NA]_1999O"
"769","HUGGO","Belarus Kyrgyzstan","1999-01-01","BLR-KGZ[NA]_1999O"
"770","HUGGO","Belarus Russia (Union State)","1999-01-01","BLR-RUS[RSS]_1999O"
"771","HUGGO","Brazil Cuba","1999-01-01","BRA-CUB[NA]_1999O"
"772","HUGGO","Cuba Guatemala","1999-01-01","CUB-GTM[NA]_1999O"
"773","HUGGO","Cuba Uruguay","1999-01-01","CUB-URY[NA]_1999O"
"774","HUGGO","Cuba Venezuela","1999-01-01","CUB-VEN[VNZ]_1999O"
"775","HUGGO","Morocco Tunisia","1999-01-01","MAR-TUN[NA]_1999O"
"776","HUGGO","Chile Cuba","1999-01-01","CHL-CUB[NA]_1999O"
"777","HUGGO","Egypt Saudi Arabia","1999-01-01","EGY-SAU[SDA]_1999O"
"778","HUGGO","Guatemala Mexico1999","1999-01-01","GTM-MEX[NA]_1999O"
"779","HUGGO","EC Switzerland Bilaterals I1999","1999-01-01","ECSWBI_1999O"
"780","HUGGO","Latvia Poland","1999-01-06","LVA-POL[NA]_1999O"
"781","HUGGO","Hungary Latvia","1999-06-10","HUN-LVA[NA]_1999O"
"782","HUGGO","EC Switzerland Bilaterals 1","1999-06-21","ECSWTB_1999O1"
"783","HUGGO","FYROM Turkey","1999-07-09","MKD-TUR[FYR]_1999O"
"784","HUGGO","Armenia Kazakhstan","1999-09-02","ARM-KAZ[NA]_1999O"
"785","HUGGO","Macedonia Turkey","1999-09-07","MKD-TUR[MCD]_1999O"
"786","HUGGO","Turkey Former Yugoslav Republic Of Macedonia","1999-09-07","MKD-TUR[YGM]_1999O"
"787","HUGGO","Andean Community Auto Agreement","1999-09-16","ANDNCA_1999A"
"788","HUGGO","Turkey Poland","1999-10-04","POL-TUR[NA]_1999O"
"789","HUGGO","EU South Africa","1999-10-11","EUE-ZAF[NA]_1999O"
"790","HUGGO","EC South Africa","1999-10-11","ECSTHA_1999O"
"791","HUGGO","Bulgaria Former Yugoslav Republic Of Macedonia","1999-10-13","BGR-MKD[YGM]_1999O"
"792","HUGGO","Bulgaria Macedonia","1999-10-13","BGR-MKD[MCD]_1999O"
"793","HUGGO","Central America Chile","1999-10-18","CNTRAC_1999O"
"794","HUGGO","Chile Central America","1999-10-18","CHLCNA_1999O"
"795","HUGGO","Chile Costa Rica (Central America) (English)","1999-10-18","CHL-CRI[NA]_1999O"
"796","HUGGO","East African Community (EAC)","1999-11-30","ESTAFC_1999O"
"913","AIGGO","Georgia Ukraine","1995-01-09","GEO-UKR[UKR]_1995O"
"914","AIGGO","Russian Federation Belarus Kazakhstan","1995-01-20","RSSFBK_1995O"
"915","AIGGO","EU Turkey","1995-03-06","EUE-TUR[NA]_1995O"
"916","AIGGO","Kyrgyz Republic Moldova","1995-05-16","KGZ-MDA[KYM]_1995O"
"917","AIGGO","Estonia Ukraine","1995-05-24","EST-UKR[UKR]_1995O"
"918","AIGGO","Kyrgyz Republic Ukraine","1995-05-26","KGZ-UKR[KYU]_1995O"
"919","AIGGO","Kyrgyzstan Moldova","1995-05-26","KGZ-MDA[MLD]_1995O"
"920","AIGGO","Kyrgyzstan Ukraine","1995-05-26","KGZ-UKR[UKR]_1995O"
"921","AIGGO","Armenia-Iran","1995-06-05","ARM-IRN[IRN]_1995O"
"922","AIGGO","EFTA Slovenia","1995-06-13","EFTSLV_1995O"
"923","AIGGO","Kyrgyz Republic Kazakhstan","1995-06-22","KAZ-KGZ[KYR]_1995O"
"924","AIGGO","Kazakhstan Kyrgyzstan","1995-06-22","KAZ-KGZ[NA]_1995O"
"925","AIGGO","EU Tunisia","1995-07-07","EUE-TUN[NA]_1995O"
"926","AIGGO","EC Tunisia","1995-07-07","ECTUNS_1995O"
"927","AIGGO","EFTA Estonia","1995-07-12","EFTEST_1995O"
"928","AIGGO","Ukraine Azerbaijan","1995-07-28","AZE-UKR[UKR]_1995O"
"929","AIGGO","Georgia Armenia","1995-08-14","ARM-GEO[NA]_1995O"
"930","AIGGO","Armenia Turkmenistan","1995-10-03","ARM-TKM[NA]_1995O"
"931","AIGGO","Israel Jordan","1995-10-25","ISR-JOR[NA]_1995O"
"932","AIGGO","United States Albania","1995-11-01","ALB-USA[NA]_1995O"
"933","AIGGO","EU Israel","1995-11-20","EUE-ISR[NA]_1995O"
"934","AIGGO","EC Israel","1995-11-20","ECISRL_1995O"
"935","AIGGO","Central European Free Trade Agreement (CEFTA) Accession Of Slovenia","1995-11-25","CEFTAS_1995A"
"936","AIGGO","CEFTA Accession Of Slovenia","1995-11-25","CFTACS_1995O"
"937","AIGGO","EFTA Estonia Free Trade Agreement","1995-12-07","EFTEFT_1995A"
"938","AIGGO","EFTA Latvia","1995-12-07","EFTLTV_1995O"
"939","AIGGO","EFTA Lithuania","1995-12-07","EFTLTH_1995O"
"940","AIGGO","Bulgaria Slovak Republic Free Trade Agreement","1995-12-08","BGR-SVK[SFT]_1995A"
"941","AIGGO","Czech Republic Bulgaria Free Trade Agreement","1995-12-15","BGR-CZE[FRT]_1995A"
"942","AIGGO","EC Turkey","1996-01-01","ECTRKY_1996O"
"943","AIGGO","Andean Community Trujillo Protocol","1996-01-01","ANDNCT_1996P"
"944","AIGGO","Azerbaijan Turkmenistan","1996-01-01","AZE-TKM[NA]_1996O"
"945","AIGGO","Azerbaijan Uzbekistan","1996-01-01","AZE-UZB[NA]_1996O"
"946","AIGGO","Baltic Free Trade Area (BAFTA) Agriculture","1996-01-01","BLFTAA_1996O"
"947","AIGGO","Bolivia MERCOSUR","1996-01-01","BLVMRC_1996O"
"948","AIGGO","Chile MERCOSUR","1996-01-01","CHLMRC_1996O"
"949","AIGGO","EC Morocco Euro-Med Association Agreement","1996-01-01","ECMEMA_1996A"
"950","AIGGO","Egypt Jordan","1996-01-01","EGY-JOR[NA]_1996O"
"951","AIGGO","Estonia Slovakia","1996-01-01","EST-SVK[NA]_1996O"
"952","AIGGO","Eurasian Economic Community (Union Of The 5)","1996-01-01","ERSNEC_1996O5"
"953","AIGGO","Fiji Papua New Guinea","1996-01-01","FJI-PNG[NA]_1996O"
"954","AIGGO","Israel Slovakia","1996-01-01","ISR-SVK[NA]_1996O"
"955","AIGGO","Latvia Slovakia","1996-01-01","LVA-SVK[NA]_1996O"
"956","AIGGO","Macedonia Serbia And Montenegro","1996-01-01","MKD-MNE[MCS]_1996O"
"957","AIGGO","Macedonia Slovenia","1996-01-01","MKD-SVN[MCD]_1996O"
"958","AIGGO","South Africa Zimbabwe","1996-01-01","ZAF-ZWE[NA]_1996O"
"959","AIGGO","Egypt Jordan","1996-01-01","EGY-JOR[NA]_1996O"
"960","AIGGO","EFTA Annex H1996","1996-01-01","EFTANH_1996P"
"961","AIGGO","Armenia Cyprus1996","1996-01-01","ARM-CYP[NA]_1996O"
"962","AIGGO","Slovenia The Former Yugoslav Republic Of Macedonian","1996-01-07","MKD-SVN[NA]_1996O"
"963","AIGGO","EU Morocco","1996-02-26","EUE-MAR[NA]_1996O"
"964","AIGGO","EC Morocco","1996-02-26","ECMRCC_1996O"
"965","AIGGO","Georgia Azerbaijan","1996-03-08","AZE-GEO[NA]_1996O"
"966","AIGGO","Turkey Israel","1996-03-14","ISR-TUR[NA]_1996O"
"967","AIGGO","Georgia Turkmenistan","1996-03-20","GEO-TKM[NA]_1996O"
"968","AIGGO","Eurasian Economic Community (EAEC)","1996-03-29","ERSNEC_1996O"
"969","AIGGO","Czech Republic Latvia","1996-04-15","CZE-LVA[NA]_1996O"
"970","AIGGO","Czech Republic Estonia","1996-04-19","CZE-EST[NA]_1996O"
"971","AIGGO","Slovak Republic Latvia","1996-04-19","LVA-SVK[SLV]_1996O"
"972","AIGGO","Slovenia Latvia","1996-04-22","LVA-SVN[NA]_1996O"
"973","AIGGO","Chile China","1996-05-12","CHL-CHN[NA]_1996O"
"974","AIGGO","Czech Republic Israel","1996-05-20","CZE-ISR[NA]_1996O"
"975","AIGGO","Slovak Republic Israel","1996-05-22","ISR-SVK[SLV]_1996O"
"976","AIGGO","Poland Lithuania","1996-05-27","LTU-POL[NA]_1996O"
"977","AIGGO","Slovak Republic Estonia","1996-05-28","EST-SVK[SLV]_1996O"
"978","AIGGO","EC Slovenia Europe Agreement","1996-06-10","ECSLVE_1996A"
"979","AIGGO","EC Faroe Islands","1996-06-12","ECFRIS_1996O"
"980","AIGGO","BAFTA Agricultural Goods","1996-06-16","BFTAGG_1996O"
"981","AIGGO","MERCOSUR Chile","1996-06-25","MRCSRC_1996O"
"982","AIGGO","Slovenia Former Yugoslav Republic Of Macedonia","1996-07-01","MKD-SVN[YGM]_1996O"
"983","AIGGO","Canada Israel","1996-07-31","CAN-ISR[NA]_1996O"
"984","AIGGO","Southern African Development Community (SADC)","1996-08-24","STHADC_1996O"
"985","AIGGO","SADC","1996-08-24","SADC_1996O"
"986","AIGGO","Andean Community (CAN)","1996-10-03","ANDNCM_1996O"
"987","AIGGO","Slovenia Lithuania","1996-10-04","LTU-SVN[NA]_1996O"
"988","AIGGO","Czech Republic Lithuania","1996-10-14","CZE-LTU[NA]_1996O"
"989","AIGGO","EC Slovenia Interim Agreement","1996-11-11","ECSLVI_1996A"
"990","AIGGO","Bulgaria Slovenia","1996-11-22","BGR-SVN[NA]_1996O"
"991","AIGGO","Slovenia Estonia","1996-11-26","EST-SVN[NA]_1996O"
"992","AIGGO","Slovak Republic Lithuania","1996-11-27","LTU-SVK[SLV]_1996O"
"993","AIGGO","Lithuania Slovakian","1996-11-27","LTU-SVK[NA]_1996O"
"994","AIGGO","Canada Chile","1996-12-05","CAN-CHL[NA]_1996O"
"995","AIGGO","EU Faroe Islands","1996-12-06","EUE-FRO[NA]_1996O"
"996","AIGGO","MERCOSUR Bolivia","1996-12-17","MRCSRB_1996O"
"997","AIGGO","Kyrgyz Republic Uzbekistan","1996-12-24","KGZ-UZB[KYR]_1996O"
"998","AIGGO","Kyrgyzstan Uzbekistann","1996-12-24","KGZ-UZB[NA]_1996O"
"999","AIGGO","Israel Slovak Republic","1997-01-01","ISR-SVK[SLV]_1997O"
"1000","AIGGO","Algeria Jordan","1997-01-01","JOR-ALG[NA]_1997O"
"1001","AIGGO","Andean Community Sucre Protocol","1997-01-01","ANDNCS_1997P"
"1002","AIGGO","Azerbaijan Kazakhstan","1997-01-01","AZE-KAZ[NA]_1997O"
"1003","AIGGO","Baltic Free Trade Area (BAFTA) Non Tariff Barriers","1997-01-01","BFTATB_1997O"
"1004","AIGGO","Caribbean Community (CARICOM) Protocol On Services","1997-01-01","CRBBCS_1997P"
"1005","AIGGO","Chad Morocco","1997-01-01","MAR-TCD[NA]_1997O"
"1006","AIGGO","Croatia Macedonia","1997-01-01","HRV-MKD[MCD]_1997O"
"1007","AIGGO","EC Amsterdam","1997-01-01","ECAMST_1997O"
"1008","AIGGO","EC Jordan Euro-Med Association Agreement","1997-01-01","ECJEMA_1997A"
"1009","AIGGO","Greater Arab Free Trade Agreement","1997-01-01","GRTAFT_1997A"
"1010","AIGGO","Israel Poland","1997-01-01","ISR-POL[NA]_1997O"
"1011","AIGGO","Kazakhstan Uzbekistan","1997-01-01","KAZ-UZB[NA]_1997O"
"1012","AIGGO","MERCOSUR Services","1997-01-01","MRCSRS_1997O"
"1013","AIGGO","Slovakia Turkey","1997-01-01","SVK-TUR[NA]_1997O"
"1014","AIGGO","Belarus Kazakhstan","1997-01-01","BLR-KAZ[NA]_1997O"
"1015","AIGGO","Bosnia And Herzegovina Macedonia","1997-01-01","BIH-MKD[MCD]_1997O"
"1016","AIGGO","Georgia Moldova","1997-01-01","GEO-MDA[MLD]_1997O"
"1017","AIGGO","Guinea Morocco","1997-01-01","GIN-MAR[NA]_1997O"
"1018","AIGGO","Croatia Macedonia (amended)","1997-01-01","HRV-MKD[MCD]_1997E"
"1019","AIGGO","Central European Free Trade Agreement (CEFTA) Romania Accession1997","1997-01-01","CEFTRA_1997A"
"1020","AIGGO","Pan-Arab Free Trade Area PAFTA1997","1997-01-01","PAFTAP_1997O"
"1021","AIGGO","Lithuania Slovenia","1997-01-03","LTU-SVN[NA]_1997O"
"1022","AIGGO","EC PLO (Palestine Liberation Organization)","1997-01-07","ECPPLO_1997O"
"1023","AIGGO","Hungary Turkey","1997-01-08","HUN-TUR[NA]_1997O"
"1024","AIGGO","Estonia Faroe Islands","1997-01-11","EST-FRO[NA]_1997O"
"1025","AIGGO","Pan-Arab Free Trade Area (PAFTA)","1997-02-19","PNAFTA_1997O"
"1026","AIGGO","Egypt Palestine","1997-02-19","EGY-PSE[PLS]_1997O"
"1027","AIGGO","EU Palestinian Authority","1997-02-24","EUE-PSE[EPA]_1997O"
"1028","AIGGO","Central European Free Trade Agreement (CEFTA) Accession Of Romania","1997-04-12","CEFTAR_1997A"
"1029","AIGGO","Poland Latvia","1997-04-28","LVA-POL[NA]_1997O"
"1030","AIGGO","Romania Turkey","1997-04-29","ROU-TUR[NA]_1997O"
"1031","AIGGO","EC FYROM","1997-04-29","ECFYRM_1997O"
"1032","AIGGO","Croatia Former Yugoslav Republic Of Macedonia","1997-05-09","HRV-MKD[YGM]_1997O"
"1033","AIGGO","Turkey Lithuania","1997-06-02","LTU-TUR[NA]_1997O"
"1034","AIGGO","Turkey Estonia","1997-06-03","EST-TUR[NA]_1997O"
"1035","AIGGO","EFTA Morocco","1997-06-19","EFTMRC_1997O"
"1036","AIGGO","Czech Republic Turkey","1997-10-03","CZE-TUR[NA]_1997O"
"1037","AIGGO","Hungary Israel","1997-10-14","HUN-ISR[NA]_1997O"
"1038","AIGGO","Slovak Republic Turkey","1997-10-20","SVK-TUR[SLV]_1997O"
"1039","AIGGO","Georgia Kazakhstan","1997-11-11","GEO-KAZ[NA]_1997O"
"1040","AIGGO","BAFTA Non Tarriff Barriers","1997-11-20","BFTTRB_1997O"
"1041","AIGGO","EU Jordan","1997-11-24","EUE-JOR[NA]_1997O"
"1042","AIGGO","EC Jordan","1997-11-24","ECJRDN_1997O"
"1043","AIGGO","Estonia Faeroe Islands","1997-11-30","EST-FRO[FRI]_1997O"
"1044","AIGGO","CEFTA Accession Of Romania","1997-12-04","CFTACR_1997O"
"1045","AIGGO","EU Mexico","1997-12-08","EUE-MEX[NA]_1997O"
"1046","AIGGO","Slovenia Croatia","1997-12-12","HRV-SVN[NA]_1997O"
"1047","AIGGO","Mexico Nicaragua","1997-12-18","MEX-NIC[NA]_1997O"
"1048","AIGGO","Belarus Tajikistan","1998-01-01","BLR-TJK[NA]_1998O"
"1049","AIGGO","Caribbean Community (CARICOM) Dominican Republic","1998-01-01","CRBCDR_1998O"
"1050","AIGGO","Chile Peru","1998-01-01","CHL-PER[NA]_1998O"
"1051","AIGGO","Egypt Jordan","1998-01-01","EGY-JOR[NA]_1998O"
"1052","AIGGO","Egypt Lebanon","1998-01-01","EGY-LBN[NA]_1998O"
"1053","AIGGO","Egypt Morocco","1998-01-01","EGY-MAR[NA]_1998O"
"1054","AIGGO","Egypt PLO","1998-01-01","EGYPTP_1998O"
"1055","AIGGO","Egypt Tunisia","1998-01-01","EGY-TUN[NA]_1998O"
"1056","AIGGO","Jordan Morocco","1998-01-01","JOR-MAR[NA]_1998O"
"1057","AIGGO","Kuwait Lebanon","1998-01-01","KWT-LBN[NA]_1998O"
"1058","AIGGO","Latvia Ukraine Agriculture","1998-01-01","LVA-UKR[UKA]_1998O"
"1059","AIGGO","Commonwealth Of Independent States (CIS) Common Agrarian Market (CAM)","1998-01-01","CISCAM_1998O"
"1060","AIGGO","Cook Islands Fiji","1998-01-01","COK-FJI[NA]_1998O"
"1061","AIGGO","Ecuador Peru","1998-01-01","ECU-PER[NA]_1998O"
"1062","AIGGO","Estonia Poland","1998-01-01","EST-POL[NA]_1998O"
"1063","AIGGO","Central European Free Trade Agreement (CEFTA) Bulgaria Accession1998","1998-01-01","CEFTBA_1998A"
"1064","AIGGO","Latin American Integration Association Cuba Accession1998","1998-01-01","LAIACA_1998O"
"1065","AIGGO","Hungary Israeln","1998-01-02","HUN-ISR[NA]_1998O"
"1066","AIGGO","Poland Israel","1998-01-07","ISR-POL[NA]_1998O"
"1067","AIGGO","Faroe Islands Poland","1998-03-11","FRO-POL[NA]_1998O"
"1068","AIGGO","Dominican Republic Central America","1998-04-16","DMNRCA_1998O"
"1069","AIGGO","MERCOSUR Andean Community","1998-04-16","MRCSAC_1998O"
"1070","AIGGO","Chile Mexico","1998-04-17","CHL-MEX[NA]_1998O"
"1071","AIGGO","Jordan Tunisia","1998-04-22","JOR-TUN[NA]_1998O"
"1072","AIGGO","Turkey Slovenia","1998-05-05","SVN-TUR[NA]_1998O"
"1073","AIGGO","Slovenia Israel","1998-05-13","ISR-SVN[NA]_1998O"
"1074","AIGGO","Turkey Latvia","1998-06-16","LVA-TUR[NA]_1998O"
"1075","AIGGO","Chile Peru","1998-06-20","CHL-PER[NA]_1998O"
"1076","AIGGO","Bulgaria Turkey","1998-07-11","BGR-TUR[NA]_1998O"
"1077","AIGGO","Central European Free Trade Agreement (CEFTA) Accession Of Bulgaria","1998-07-17","CEFTAB_1998A"
"1078","AIGGO","CARICOM Dominican Republic","1998-08-22","CRCMDR_1998O"
"1079","AIGGO","Egypt Jordan","1998-10-12","EGY-JOR[NA]_1998O"
"1080","AIGGO","Hungary Estonia","1998-11-01","EST-HUN[NA]_1998O"
"1081","AIGGO","Poland Faeroe Islands","1998-11-03","FRO-POL[FRI]_1998O"
"1082","AIGGO","Hungary Lithuania","1998-11-13","HUN-LTU[NA]_1998O"
"1083","AIGGO","EFTA Palestinian Authority","1998-11-30","EFTPLA_1998O"
"1084","AIGGO","EFTA PLO","1998-11-30","EFTAPL_1998O"
"1085","AIGGO","India Sri Lanka","1998-12-28","IND-LKA[NA]_1998O"
"1086","AIGGO","CEFTA Accession Of Bulgaria","1999-01-01","CFTACB_1999O"
"1087","AIGGO","Andean Countries Brazil","1999-01-01","ANDNCB_1999O"
"1088","AIGGO","Argentina Cuba","1999-01-01","ARG-CUB[NA]_1999O"
"1089","AIGGO","Belarus Kyrgyzstan","1999-01-01","BLR-KGZ[NA]_1999O"
"1090","AIGGO","Belarus Russia (Union State)","1999-01-01","BLR-RUS[RSS]_1999O"
"1091","AIGGO","Brazil Cuba","1999-01-01","BRA-CUB[NA]_1999O"
"1092","AIGGO","Central America Chile","1999-01-01","CNTRAC_1999O"
"1093","AIGGO","Cuba Guatemala","1999-01-01","CUB-GTM[NA]_1999O"
"1094","AIGGO","Cuba Uruguay","1999-01-01","CUB-URY[NA]_1999O"
"1095","AIGGO","Cuba Venezuela","1999-01-01","CUB-VEN[VNZ]_1999O"
"1096","AIGGO","Eurasian Economic Community (EAEC)","1999-01-01","ERSNEC_1999O"
"1097","AIGGO","Macedonia Turkey","1999-01-01","MKD-TUR[MCD]_1999O"
"1098","AIGGO","Morocco Tunisia","1999-01-01","MAR-TUN[NA]_1999O"
"1099","AIGGO","Andean Community Auto Agreement","1999-01-01","ANDNCA_1999A"
"1100","AIGGO","Chile Cuba","1999-01-01","CHL-CUB[NA]_1999O"
"1101","AIGGO","Egypt Saudi Arabia","1999-01-01","EGY-SAU[SDA]_1999O"
"1102","AIGGO","EC Switzerland Bilaterals 1","1999-01-01","ECSWTB_1999O1"
"1103","AIGGO","Guatemala Mexico1999","1999-01-01","GTM-MEX[NA]_1999O"
"1104","AIGGO","EC Switzerland Bilaterals I1999","1999-01-01","ECSWBI_1999O"
"1105","AIGGO","Latvia Poland","1999-01-06","LVA-POL[NA]_1999O"
"1106","AIGGO","Hungary Latvia","1999-06-10","HUN-LVA[NA]_1999O"
"1107","AIGGO","FYROM Turkey","1999-07-09","MKD-TUR[FYR]_1999O"
"1108","AIGGO","Armenia Kazakhstan","1999-09-02","ARM-KAZ[NA]_1999O"
"1109","AIGGO","Turkey Former Yugoslav Republic Of Macedonia","1999-09-07","MKD-TUR[YGM]_1999O"
"1110","AIGGO","Turkey Poland","1999-10-04","POL-TUR[NA]_1999O"
"1111","AIGGO","EU South Africa","1999-10-11","EUE-ZAF[NA]_1999O"
"1112","AIGGO","Bulgaria Former Yugoslav Republic Of Macedonia","1999-10-13","BGR-MKD[YGM]_1999O"
"1113","AIGGO","Bulgaria Macedonia","1999-10-13","BGR-MKD[MCD]_1999O"
"1114","AIGGO","Chile Central America","1999-10-18","CHLCNA_1999O"
"1115","AIGGO","Chile Costa Rica (Central America) (English)","1999-10-18","CHL-CRI[NA]_1999O"
"1116","AIGGO","EC South Africa","1999-11-10","ECSTHA_1999O"
"1117","AIGGO","East African Community (EAC)","1999-11-30","ESTAFC_1999O"
